geog,Population_2010,Population-Aged-60-and-Over_2010,Unemployed_2010,Labor-Force_2010,College-Graduates_2010,People-in-Poverty_2010,Vacant-Homes_2010,Owner-Occupied-Homes_2010,Renter-Occupied-Homes_2010,Total-Occupied-Homes_2010,Population_2015,Population-Aged-60-and-Over_2015,Unemployed_2015,Labor-Force_2015,College-Graduates_2015,People-in-Poverty_2015,Vacant-Homes_2015,Owner-Occupied-Homes_2015,Renter-Occupied-Homes_2015,Total-Occupied-Homes_2015,Population_2020,Population-Aged-60-and-Over_2020,Unemployed_2020,Labor-Force_2020,College-Graduates_2020,People-in-Poverty_2020,Vacant-Homes_2020,Owner-Occupied-Homes_2020,Renter-Occupied-Homes_2020,Total-Occupied-Homes_2020
17031520500,4570,666,340,2187,447,502,49,1347,144,1491,4565,819,235,2427,728,588,105,1141,313,1454,5208,863,163,2420,511,430,36,1220,251,1471
17031520400,4690,743,256,1839,514,1038,108,959,393,1352,4240,775,393,2240,323,284,187,908,330,1238,4278,732,248,2038,367,715,132,972,386,1358
17031520300,7089,709,296,3071,382,1538,192,1295,513,1808,5933,509,584,2747,482,1645,223,1096,601,1697,5528,971,262,2467,255,1001,259,1253,594,1847
17031520200,4043,461,312,1602,196,1342,271,472,651,1123,4120,400,332,1659,222,1606,248,405,640,1045,3039,490,63,1364,232,808,242,530,506,1036
17031520100,1875,259,120,785,67,637,151,245,284,529,2134,281,122,911,154,668,134,320,244,564,2219,334,74,921,175,150,118,296,198,494
17031510300,5819,1404,293,2448,886,1281,69,1542,629,2171,5988,1426,854,2827,821,1360,250,1182,716,1898,4805,1104,588,1991,440,1649,258,849,1002,1851
17031510200,3336,726,162,1404,541,919,154,767,318,1085,2627,671,332,1436,403,538,86,786,281,1067,3709,1060,194,1578,732,1118,110,926,329,1255
17031510100,3864,504,219,1534,366,1027,130,866,219,1085,3165,484,216,1389,312,595,228,595,380,975,3597,807,206,1608,350,1006,234,614,566,1180
17031500300,1844,329,161,1048,480,456,74,436,456,892,1422,254,114,809,361,235,239,294,427,721,1709,446,254,1085,580,408,127,462,409,871
17031500200,2024,288,282,748,184,790,205,358,345,703,1995,299,327,1050,402,607,194,268,486,754,2140,252,221,896,226,603,169,335,451,786
17031500100,3855,900,332,1891,601,595,159,748,814,1562,3084,824,215,1525,625,710,123,714,705,1419,3282,935,161,2059,816,258,69,861,799,1660
17031491400,3423,371,98,1366,352,1105,337,269,841,1110,2462,533,307,1129,301,1011,433,272,766,1038,3455,537,479,1549,315,1211,432,270,851,1121
17031491300,3112,429,303,1362,231,928,220,428,516,944,2228,457,351,872,210,1232,369,344,295,639,2436,437,152,1053,224,717,290,275,372,647
17031491200,2624,543,221,1185,434,318,29,665,163,828,2293,550,297,926,378,646,114,471,256,727,1962,809,68,683,278,383,145,464,210,674
17031491100,5198,1422,406,1976,809,1121,56,1316,320,1636,4667,1475,312,1836,988,870,144,1147,312,1459,4175,1116,309,1826,791,486,229,1029,296,1325
17031491000,5863,853,706,1831,423,1994,519,808,741,1549,4785,806,786,1813,509,2149,590,597,623,1220,3562,709,429,1388,335,1575,634,439,607,1046
17031490902,5583,1333,343,2523,930,1246,201,1207,797,2004,5146,1405,427,2215,1165,928,266,1211,718,1929,4565,1255,161,1867,759,700,372,991,738,1729
17031490901,3599,974,244,1361,487,1098,320,519,971,1490,4423,784,472,1899,724,1139,312,351,1107,1458,2928,668,381,1378,264,992,386,443,794,1237
17031490800,3763,1110,303,1615,771,500,172,1182,297,1479,3883,1042,396,1826,872,950,190,990,454,1444,3947,781,405,1889,716,815,269,788,474,1262
17031490700,3464,799,262,1655,495,659,101,834,217,1051,2694,617,357,1143,422,765,191,623,268,891,2785,530,267,1281,204,557,166,662,261,923
17031490600,1488,296,135,669,351,313,73,438,106,544,1433,341,207,690,355,166,107,450,72,522,1482,507,152,649,396,178,57,422,151,573
17031490500,2508,542,230,1211,490,126,117,608,145,753,2266,451,178,1080,650,204,68,501,272,773,2025,592,161,915,518,361,121,480,233,713
17031490200,3449,682,0,0,935,772,68,1006,430,1436,3162,883,197,1338,998,434,229,876,301,1177,3114,903,159,1515,688,346,158,844,533,1377
17031480500,3231,685,174,1333,733,552,249,778,321,1099,2926,816,210,1315,676,430,185,839,222,1061,2907,1032,119,1127,482,758,184,774,421,1195
17031480400,6760,2172,709,3237,1987,956,116,2159,380,2539,6301,2173,446,3041,1780,618,155,2022,339,2361,5309,1857,148,2973,1865,429,382,1990,265,2255
17031480300,1447,439,86,611,457,290,35,414,239,653,1202,352,146,578,363,281,120,346,187,533,1133,236,35,506,286,120,84,238,292,530
17031480200,1365,348,147,804,368,155,0,282,320,602,1208,372,142,568,350,284,90,243,301,544,930,319,68,507,296,168,154,327,211,538
17031480100,2151,838,92,1023,726,234,49,790,147,937,2095,797,150,984,616,84,71,726,144,870,2064,617,59,920,493,308,16,619,319,938
17031470100,3432,863,334,1425,405,1081,102,642,506,1148,2601,684,234,1089,269,929,389,405,482,887,2180,756,174,1092,375,254,309,552,440,992
17031461000,1377,582,95,483,139,283,205,163,549,712,1814,568,113,518,172,855,169,101,751,852,1361,503,54,403,81,378,227,87,603,690
17031460800,5105,461,0,0,259,2629,470,295,1170,1465,3520,389,345,1301,276,1602,612,219,922,1141,4230,523,425,1540,251,1982,365,359,938,1297
17031460500,5973,1823,446,2771,1292,845,297,1466,925,2391,4768,1375,350,2246,1257,776,513,1160,992,2152,6093,1202,281,3499,1207,597,352,1362,1315,2677
17031460400,3885,744,222,1859,790,543,202,874,640,1514,3072,787,250,1519,688,589,411,561,662,1223,3492,718,214,1584,359,940,431,518,675,1193
17031460302,4222,656,365,1501,231,1910,362,518,876,1394,3619,497,545,1503,322,1507,470,366,799,1165,3593,422,336,1611,353,1016,519,582,566,1148
17031460301,3586,266,198,1350,366,1192,370,410,678,1088,2595,496,229,1267,313,734,418,528,400,928,3486,478,262,1705,199,1293,291,532,618,1150
17031460200,2622,170,141,914,168,794,416,290,501,791,2523,217,268,1222,222,1058,322,236,587,823,2242,571,124,1045,231,681,318,417,508,925
17031460100,3381,422,285,1644,470,855,420,500,979,1479,3751,525,406,1810,496,1049,506,526,675,1201,2784,390,333,1577,439,899,555,353,636,989
17031450300,3544,809,266,1843,724,622,92,1073,464,1537,3825,1133,474,1779,821,735,187,1003,417,1420,3335,986,170,1618,513,540,286,824,651,1475
17031440900,3209,698,286,1561,626,281,256,696,397,1093,2456,595,242,1017,544,514,213,455,484,939,2510,891,148,1052,651,557,274,536,426,962
17031440800,1954,218,129,863,270,702,126,180,624,804,1619,319,207,727,243,673,163,184,521,705,1927,359,221,854,148,924,145,163,512,675
17031440700,1893,377,251,973,483,362,81,456,164,620,1650,507,181,703,387,412,41,481,168,649,1392,423,109,666,409,173,83,469,144,613
17031440600,2567,454,82,1297,967,243,79,816,97,913,1987,487,231,940,502,439,69,668,115,783,1759,472,74,926,347,263,102,560,140,700
17031440300,5072,1129,359,2314,1405,666,138,1253,1037,2290,4584,1508,345,2483,1503,609,284,1110,909,2019,4572,1135,638,2603,1218,523,304,1366,647,2013
17031440202,3313,839,336,1581,702,680,410,481,1224,1705,3712,887,207,1690,1076,1007,198,589,997,1586,2674,1033,140,1064,640,609,196,543,991,1534
17031440201,5602,834,585,2788,1155,1663,551,425,2066,2491,5278,962,491,2544,928,1626,599,335,2012,2347,5918,1251,370,2558,1149,1854,434,678,1801,2479
17031440102,3402,492,278,1659,535,1203,342,209,1595,1804,3019,421,386,1484,287,1218,472,154,1387,1541,3359,694,136,1861,634,623,323,432,1345,1777
17031440101,4245,553,467,2117,617,1688,678,227,1590,1817,3952,607,481,1882,436,1517,762,208,1465,1673,4154,744,432,2111,268,1674,471,105,2106,2211
17031431400,6099,1197,403,2654,1484,1886,1157,504,2711,3215,6146,1503,618,2918,1109,2211,804,572,2669,3241,7068,1709,388,3318,1016,2286,746,485,2755,3240
17031431302,3596,355,242,1477,510,1325,1055,143,1265,1408,3951,439,457,1661,425,1399,791,204,1302,1506,3538,473,426,1641,358,1779,828,163,1209,1372
17031431301,3129,374,350,1513,313,1220,639,134,1283,1417,3037,407,424,1425,474,1063,741,219,899,1118,3720,615,332,1792,369,1089,484,246,1197,1443
17031431200,2842,600,280,1476,851,324,172,744,404,1148,3296,677,314,1589,804,574,178,791,341,1132,2589,958,111,1450,715,398,169,842,393,1235
17031430900,1428,369,125,649,347,268,146,212,443,655,1411,287,125,560,272,543,174,233,415,648,1526,587,97,739,281,370,123,250,567,817
17031430800,2180,385,190,1040,581,731,80,366,469,835,1676,354,201,1009,500,453,130,237,512,749,1888,376,140,1154,588,377,176,287,437,724
17031430700,2386,306,276,1471,631,993,117,286,974,1260,2548,692,188,1119,576,958,194,139,1043,1182,2686,532,324,1487,593,921,155,174,1247,1421
17031430600,1544,266,193,838,372,356,213,320,431,751,1619,351,88,776,321,458,185,217,448,665,2222,517,211,1107,345,354,86,304,500,804
17031430500,3583,563,207,1585,418,1638,646,133,1658,1791,3456,621,286,1399,430,1563,614,235,1318,1553,3427,608,343,1778,430,1330,519,189,1518,1707
17031430400,2959,518,355,1180,436,588,437,408,584,992,3440,415,394,1404,537,1736,316,365,748,1113,2893,644,193,1379,344,963,315,517,706,1223
17031430300,2250,339,152,986,259,780,332,215,658,873,2141,271,229,840,321,977,384,132,690,822,2371,229,134,908,250,1031,364,129,756,885
17031430200,4834,882,292,2211,745,1968,446,404,2073,2477,4940,817,493,2294,910,1818,362,429,1774,2203,5220,1119,523,3030,1019,1401,257,383,2071,2454
17031430102,3132,590,253,1622,886,850,382,273,1512,1785,3064,725,245,1547,813,1028,180,281,1536,1817,3627,1159,175,2319,961,808,134,423,1867,2290
17031430101,4296,467,327,2086,855,1581,408,270,1507,1777,4055,597,561,1961,734,1246,545,250,1395,1645,2826,502,444,1727,439,863,537,236,1305,1541
17031421200,1486,329,299,748,113,531,216,191,427,618,1738,314,143,753,311,604,198,209,382,591,1133,231,82,517,126,368,303,91,348,439
17031420800,2274,257,200,1054,285,873,316,183,590,773,2293,217,250,963,351,934,328,192,580,772,2681,357,106,1110,382,687,272,220,678,898
17031420700,3113,551,270,1237,446,1216,713,291,926,1217,3505,618,382,1148,363,1781,564,294,955,1249,2452,362,382,1267,224,1006,677,222,883,1105
17031420600,1667,462,153,747,320,530,503,128,499,627,2129,320,330,722,207,1414,431,87,657,744,1988,416,176,898,247,869,226,131,811,942
17031420500,2303,495,251,1036,305,874,525,140,969,1109,1963,397,158,667,297,901,507,137,735,872,1809,512,342,989,314,493,291,193,686,879
17031420400,1516,269,108,746,458,411,110,126,656,782,1307,242,102,563,443,676,107,69,600,669,1084,252,83,463,268,485,123,103,549,652
17031420300,1739,167,87,903,432,391,167,218,382,600,2505,104,248,1094,429,511,119,144,492,636,2665,180,182,1105,461,442,94,114,583,697
17031420200,1860,183,142,871,569,355,76,185,492,677,1771,167,88,703,460,423,151,110,502,612,1626,297,45,710,535,432,110,136,501,637
17031420100,1261,200,51,546,218,409,145,61,624,685,1329,350,38,468,236,536,91,36,681,717,1526,417,178,789,210,689,30,17,812,829
17031411200,1582,307,43,894,916,191,124,364,354,718,1675,365,30,943,1031,320,107,370,345,715,1678,531,57,799,1086,301,52,478,309,787
17031411100,2139,460,39,1057,1392,347,48,537,457,994,2280,419,38,1219,1265,191,62,440,474,915,2254,482,52,1133,1175,240,127,447,428,875
17031411000,3721,897,86,2079,2082,681,176,783,1281,2064,3225,1023,108,1744,2063,379,364,832,1008,1839,3428,1208,205,1488,1796,894,204,981,1225,2206
17031410900,3830,608,205,2130,2041,511,327,808,935,1743,2980,645,94,1693,1715,771,136,651,987,1638,3395,805,176,2226,2236,561,131,810,930,1740
17031410800,2610,601,64,1574,1299,385,354,546,979,1525,3278,505,195,1680,1514,710,251,488,1173,1661,2920,559,18,1739,1636,627,147,455,1268,1723
17031410700,2023,255,99,1115,975,590,40,360,729,1089,2096,456,91,1251,920,482,82,349,712,1061,2227,328,111,1245,954,829,152,261,754,1015
17031410600,2153,232,33,1345,1056,413,227,326,610,936,2290,299,0,1130,999,632,112,319,725,1044,2483,424,85,1531,1128,865,82,372,810,1182
17031410500,2583,246,168,1384,985,640,363,427,727,1154,2609,270,255,1507,1057,698,284,355,793,1148,2728,422,16,1732,1153,735,119,423,945,1368
17031410200,1089,116,36,621,638,331,162,143,497,640,1317,72,32,540,580,352,133,97,491,588,1466,116,63,875,691,374,25,138,602,740
17031410100,1716,334,65,1098,774,397,223,226,820,1046,1796,342,107,1088,951,381,171,274,821,1095,2148,346,44,1435,1150,516,190,153,1132,1285
17031400800,2006,250,187,717,128,1133,478,83,750,833,3164,267,321,1160,239,1780,208,17,1143,1160,2166,273,277,868,113,1317,190,92,903,995
17031400500,2059,257,181,839,167,783,333,70,682,752,2394,235,343,857,177,1304,324,140,622,762,2110,303,101,930,274,860,195,111,900,1011
17031400400,1569,166,228,707,134,741,310,151,449,600,1818,183,351,911,277,705,229,168,547,715,1964,410,116,802,290,686,141,159,704,863
17031400300,1500,255,81,730,277,457,172,167,382,549,1318,192,135,597,246,526,195,118,397,515,1274,163,135,616,232,334,116,96,534,630
17031390700,5426,1422,208,2948,3020,1157,531,1099,2264,3363,5764,1534,430,2841,3572,1158,452,1004,2213,3217,5555,1887,118,3065,3180,966,360,1352,2102,3454
17031390600,2043,447,86,1144,1091,167,81,466,429,895,1859,390,119,1145,1029,205,93,347,488,835,1714,341,79,1028,991,230,122,352,486,838
17031390500,1458,236,171,952,733,240,140,311,418,729,1465,289,51,827,652,198,165,235,471,706,1616,284,51,889,848,393,51,222,616,838
17031390400,3199,747,171,1437,637,1262,186,541,1084,1625,2693,672,240,1330,683,841,315,254,1186,1440,2324,812,249,1038,683,1049,292,381,1022,1403
17031390300,2661,314,205,1195,430,1128,246,207,1103,1310,2708,575,255,1180,488,1015,262,216,1112,1328,3002,867,225,1220,650,1269,196,285,1359,1644
17031390200,1848,182,112,999,818,260,153,559,269,828,1621,262,153,1018,650,352,43,388,445,833,2174,307,93,1267,963,71,82,612,292,904
17031390100,1401,341,82,720,347,221,102,253,319,572,1491,224,125,844,538,122,74,202,367,569,1587,199,45,880,526,175,42,246,507,753
17031381900,1443,189,47,636,350,321,79,173,405,578,1339,286,103,630,307,339,104,182,379,561,1300,244,70,714,301,267,95,297,238,535
17031381800,894,160,96,474,226,294,208,107,413,520,1240,190,111,628,248,391,179,135,422,557,1149,304,49,602,291,265,68,147,504,651
17031381700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031381500,427,24,113,346,102,0,147,8,155,163,252,18,7,117,27,96,213,17,71,88,433,138,21,174,86,176,26,40,231,271
17031381400,1754,155,219,759,278,669,246,273,331,604,1755,152,269,953,249,610,232,143,476,619,1559,217,126,777,285,442,101,114,584,698
17031381200,2101,355,252,1268,564,329,119,328,731,1059,2010,354,208,1070,542,359,146,288,738,1026,1980,356,35,1014,672,350,238,213,727,940
17031380600,3412,573,0,0,523,1389,345,380,978,1358,4095,624,522,1755,536,1932,295,220,1454,1674,3764,912,220,1771,635,1246,142,350,1572,1922
17031380200,1692,780,56,522,310,579,113,122,975,1097,1786,932,44,523,485,690,138,195,922,1117,1642,860,13,595,472,508,90,177,1020,1197
17031380100,2248,450,209,1169,426,775,175,249,807,1056,1927,458,185,840,533,801,308,196,720,916,1913,549,156,860,608,630,103,494,637,1131
17031360200,951,154,199,459,165,501,51,33,336,369,1544,171,207,657,160,724,74,14,623,637,1456,195,141,729,186,458,71,69,557,626
17031351500,73,0,29,73,36,22,41,0,36,36,447,26,62,264,141,139,35,51,125,176,713,90,92,418,174,365,40,29,363,392
17031351400,1424,179,206,764,58,637,22,70,736,806,1651,260,264,703,183,1006,62,64,675,739,1778,281,222,674,265,1020,34,104,790,894
17031351100,2304,273,373,801,101,1262,198,0,875,875,1962,167,173,639,189,1443,108,78,744,822,2327,267,311,905,147,1393,27,7,1007,1014
17031351000,3492,579,326,1998,1371,809,421,245,1815,2060,4109,684,229,2440,1924,1128,226,156,1998,2154,3197,867,130,1949,1481,767,172,124,2173,2297
17031350400,527,45,69,140,0,328,514,0,212,212,1647,126,145,497,67,1148,89,0,593,593,2018,173,239,707,115,1066,56,0,668,668
17031350100,2267,311,95,1475,1295,325,122,0,1590,1590,1941,329,125,1240,1140,588,120,10,1448,1458,2562,400,84,1558,1674,444,172,0,1534,1534
17031340600,1023,293,130,353,41,663,99,0,403,403,917,211,191,369,56,576,31,5,396,401,1036,170,188,427,42,678,27,0,425,425
17031340500,1634,679,78,731,283,526,50,163,710,873,1629,554,124,829,406,537,58,162,638,800,1535,707,36,651,385,580,130,324,579,903
17031340400,1910,246,106,1191,306,317,71,280,338,618,2005,400,103,1048,468,714,93,302,346,648,1750,389,53,914,396,373,64,251,346,597
17031340300,2059,426,73,1046,339,520,85,219,477,696,1784,515,118,838,222,497,80,269,387,656,1915,488,38,814,301,323,38,311,413,724
17031330200,3824,540,106,2270,2086,269,184,1292,517,1809,3730,884,99,2214,1917,470,61,1019,865,1884,3904,821,43,2007,2068,451,114,1142,673,1815
17031330103,5407,580,0,0,3108,516,422,1493,1381,2874,6894,377,164,4851,3529,550,887,1773,1843,3616,6969,676,0,5358,4763,711,0,2101,2568,4669
17031330102,5527,692,0,0,3911,486,384,1941,1776,3718,7823,1161,219,5766,5136,681,513,2243,2434,4677,9396,857,76,6704,6101,319,149,3102,2368,5470
17031330101,2183,307,0,0,1174,311,164,641,749,1390,3218,515,62,2193,1694,475,351,768,1082,1850,5082,1498,0,3538,4303,277,330,2193,806,2999
17031320600,3333,284,74,2426,1994,626,362,993,1096,2089,4791,503,200,3573,3472,728,194,954,1738,2692,5094,756,209,3815,3832,428,478,1106,1945,3051
17031320400,558,124,54,335,248,0,101,148,72,220,2995,266,136,1516,845,90,351,355,219,574,3049,389,207,1530,1011,88,280,457,255,712
17031320102,2951,513,0,0,2183,339,866,590,1121,1711,2780,461,76,1765,1950,424,416,545,1242,1787,4356,162,94,3166,3185,339,187,475,1768,2243
17031320101,4690,1084,0,0,3416,269,964,1613,1411,3024,8324,1967,279,5810,6046,640,1316,2755,2929,5684,8886,3122,214,5300,6232,747,1146,2318,2805,5123
17031310900,5363,397,344,2592,607,1863,266,467,1184,1651,5034,748,321,2588,644,1566,235,481,1123,1604,4983,706,313,3184,1128,747,211,600,1046,1646
17031310800,4698,673,381,2601,411,1272,276,512,909,1421,4509,477,89,2461,681,773,144,404,1130,1534,4272,647,149,2527,1205,498,168,451,1082,1533
17031310700,1864,469,59,828,544,978,228,120,445,565,1440,201,117,892,275,405,94,114,387,501,1322,241,128,816,322,416,57,113,439,552
17031310600,4865,704,519,2780,626,1332,500,397,1580,1977,5135,776,331,2737,1126,1897,262,414,1668,2082,4780,768,148,2964,1823,477,232,550,1566,2116
17031310500,1646,151,98,640,53,880,142,146,348,494,1560,221,77,863,251,360,106,133,395,528,1434,187,60,757,205,148,107,142,380,522
17031310400,1349,171,127,784,233,178,63,225,301,526,1332,202,36,667,403,264,55,186,350,536,1061,75,10,753,515,108,103,230,327,557
17031310300,1461,231,38,1018,570,86,119,190,442,632,1673,221,162,1126,530,379,95,148,551,699,1891,357,61,987,547,233,43,185,539,724
17031310200,1439,98,60,901,437,221,110,211,389,600,1521,142,156,1128,628,255,64,185,469,654,1697,235,54,1128,704,257,69,293,416,709
17031301803,4459,274,456,2031,188,1704,218,589,502,1091,5274,536,194,2334,153,1752,134,514,870,1384,3547,624,181,1847,295,475,172,394,763,1157
17031301802,2689,241,215,1349,105,562,247,212,476,688,3163,229,136,1484,155,957,183,245,638,883,2746,377,104,1226,197,506,123,327,463,790
17031301801,4178,312,225,1745,192,972,132,440,538,978,4080,565,204,1689,130,1191,130,457,647,1104,4437,584,184,1702,350,822,59,286,901,1187
17031301702,3881,254,78,1752,52,763,252,373,498,871,4266,499,229,1876,154,1452,61,559,528,1087,3961,426,193,1934,157,571,46,447,771,1218
17031301701,4323,290,36,2012,169,999,324,435,502,937,3924,319,173,1588,238,1549,277,303,726,1029,4099,913,142,2151,257,670,105,616,674,1290
17031301600,4203,269,176,1703,102,1109,273,452,739,1191,4722,634,313,1863,213,1810,223,535,663,1198,3754,970,290,1546,317,1406,116,691,695,1386
17031301200,4323,477,159,1827,256,1489,247,376,758,1134,3394,315,351,1676,304,1176,310,267,774,1041,4654,562,278,1978,348,1204,177,276,1076,1352
17031301100,2414,78,165,1190,129,707,122,181,504,685,2967,250,223,1273,222,1270,179,271,483,754,2148,392,22,952,199,256,87,222,522,744
17031300900,3670,181,182,1543,160,1758,468,323,687,1010,4133,419,227,1985,151,2017,358,263,944,1207,4016,1074,71,1469,205,1060,218,856,766,1622
17031300800,3934,334,176,1762,116,1570,307,351,714,1065,4249,381,217,1603,164,1600,283,296,812,1108,3973,432,119,1480,120,2146,166,319,762,1081
17031300700,4167,338,251,1917,222,1344,377,348,733,1081,4910,339,220,2085,342,2373,212,355,984,1339,4572,471,198,2563,426,740,182,567,984,1551
17031300600,3474,319,109,1542,192,755,183,297,499,796,3420,360,259,1622,405,910,147,396,422,818,2757,385,119,1252,132,651,83,260,556,816
17031300500,3025,119,192,1573,201,591,305,109,606,715,3273,307,161,1488,186,895,128,279,639,918,2793,580,86,1475,367,260,198,368,433,801
17031292500,3967,615,304,1663,341,1078,495,529,697,1226,4168,619,403,1789,518,1529,356,456,849,1305,3588,868,354,1562,617,1048,251,480,988,1468
17031292400,1950,323,112,638,140,634,271,170,588,758,2015,227,88,644,152,988,253,116,522,638,2189,291,71,1047,168,551,265,273,387,660
17031292200,3076,413,149,1111,250,1363,324,283,674,957,2983,360,209,969,277,1333,322,268,643,910,2527,482,241,1139,185,964,271,231,711,942
17031291600,1242,123,52,398,64,721,53,140,216,356,859,156,26,435,133,193,71,93,229,322,912,194,2,457,190,140,88,113,201,314
17031291200,2179,156,244,674,134,1301,339,190,445,635,2471,255,285,934,231,1064,205,161,569,730,1959,230,145,923,131,858,232,177,551,728
17031290900,4205,538,200,1459,381,1832,477,308,1042,1350,3769,537,262,1272,368,1823,567,420,814,1234,3611,630,396,1578,127,1462,497,234,931,1165
17031283800,2759,383,257,1668,892,513,72,476,847,1323,3414,378,283,2054,1541,736,105,683,963,1646,3670,388,140,2070,1515,768,49,680,946,1626
17031283200,1034,83,87,664,483,215,50,273,256,529,1602,140,82,956,662,523,29,240,420,660,1676,139,50,887,735,306,56,252,472,724
17031283100,2493,414,99,1374,1130,994,187,116,1080,1196,2917,289,125,1468,1035,919,145,190,976,1166,3091,622,86,1385,1316,956,188,434,891,1325
17031282800,1792,35,79,962,876,202,110,296,443,739,1517,136,78,951,624,209,83,215,438,653,1627,125,65,927,606,252,147,187,388,575
17031282700,2367,209,34,1282,493,812,116,375,568,943,2581,193,225,1542,691,781,159,311,543,854,2042,183,139,1270,592,429,238,370,449,819
17031281900,3791,144,183,2804,2515,539,550,808,1785,2593,4888,323,238,3519,3493,1016,478,725,2265,2990,6487,311,65,4911,4429,571,572,1262,2507,3769
17031280900,1227,64,111,289,60,1032,94,45,303,348,888,99,107,397,139,415,79,53,288,341,782,66,148,429,197,414,48,64,260,324
17031280800,355,115,30,146,61,142,99,26,148,174,951,227,119,385,121,348,96,55,272,327,809,290,42,381,165,317,111,72,360,432
17031280400,855,41,58,387,220,330,40,112,211,323,1703,184,233,605,249,890,21,46,526,572,1371,177,10,754,222,372,71,98,433,531
17031280100,3540,208,131,3080,2611,268,248,1313,1042,2355,6811,388,174,5892,5502,365,380,1657,2573,4230,6725,526,38,5819,5677,328,288,1349,3112,4461
17031271800,454,86,0,78,0,89,214,34,92,126,1345,77,79,366,107,849,76,44,254,298,459,70,19,189,41,150,66,52,156,208
17031271500,1309,109,117,617,236,534,125,263,246,509,1405,179,62,497,174,676,90,138,290,428,1531,216,71,615,189,403,59,180,385,565
17031271400,1297,133,58,437,98,424,224,117,356,473,1185,160,80,456,164,563,166,93,337,430,1228,205,112,452,161,476,90,78,408,486
17031271300,1195,267,55,304,97,643,92,77,309,386,1183,128,82,408,113,572,71,68,279,347,1122,214,94,485,80,577,43,142,226,368
17031271200,1439,195,25,447,34,532,117,70,347,417,1254,161,71,355,108,601,99,65,294,359,1273,124,100,585,161,359,83,108,260,368
17031270500,1597,411,150,621,216,605,69,146,554,700,1878,213,165,638,115,1058,64,63,598,661,1285,339,88,460,109,587,112,58,540,598
17031261000,2486,286,198,1000,204,630,220,277,565,842,2396,367,149,802,182,1040,264,196,448,644,2271,363,178,1127,67,491,241,218,650,868
17031260900,1915,194,92,572,150,671,140,156,330,486,1536,180,88,514,56,610,197,104,310,414,1419,125,116,571,87,530,229,121,262,383
17031260800,2939,264,292,1133,176,1149,257,215,596,811,2453,305,80,723,182,1192,267,158,629,787,2328,429,246,904,77,986,229,185,561,746
17031260700,2251,187,83,727,134,792,256,93,508,601,2015,275,108,593,132,1114,179,179,406,585,1633,328,127,501,84,680,202,128,395,523
17031260600,3083,316,294,1017,293,1506,235,331,541,872,2199,284,151,621,57,1124,333,183,378,561,2097,319,399,853,109,1030,347,204,329,533
17031260500,1566,209,191,556,83,642,284,201,331,532,1797,242,115,593,121,697,183,133,406,539,1733,400,111,722,88,546,160,265,339,604
17031260400,1092,215,62,300,81,472,168,171,243,414,1608,300,65,491,12,950,147,117,282,399,1158,218,139,538,28,239,93,113,339,452
17031260300,1790,237,239,688,138,821,174,142,399,541,1485,197,86,619,90,486,178,122,397,519,1777,291,199,681,16,1007,125,54,493,547
17031260200,1004,132,178,432,17,259,190,13,291,304,1230,102,109,405,60,557,153,104,271,375,873,227,35,361,53,96,111,87,204,291
17031260100,1199,252,89,385,108,701,266,71,598,669,1014,215,65,335,90,557,370,84,451,535,1200,356,56,476,129,410,200,85,441,526
17031252202,4330,528,604,1884,340,1410,472,390,1137,1527,5083,773,335,1704,416,1632,317,321,1179,1500,4385,988,544,2273,261,1452,269,462,1144,1606
17031252201,2988,751,383,1119,243,1247,123,335,603,938,2912,899,217,1072,299,1012,170,332,597,929,2672,877,195,1036,262,660,187,317,667,984
17031252102,7241,1495,1026,2844,422,2722,339,841,1369,2210,6358,1178,421,2580,780,1774,350,716,1369,2085,6452,1152,559,3045,343,1841,293,1063,1067,2130
17031252101,1573,358,87,572,361,444,90,107,564,671,1685,331,155,784,228,356,155,130,450,580,1289,498,80,453,228,415,120,176,446,622
17031252000,5361,942,346,2351,554,1827,406,322,1923,2245,6265,849,375,2700,671,2093,319,440,1843,2283,4958,1355,198,1821,413,1395,308,514,1910,2424
17031251900,5369,657,578,2235,369,2420,643,412,1443,1855,5509,601,712,2259,494,2541,390,370,1375,1745,4763,882,305,2076,181,1960,369,456,1542,1998
17031251800,5618,655,683,2170,421,1947,481,361,1373,1734,5094,697,458,1842,226,1824,383,251,1349,1600,5175,683,544,2295,332,2280,331,321,1325,1646
17031251700,1454,201,185,704,225,633,80,230,228,458,1478,217,125,415,89,692,91,176,249,425,1262,241,20,676,117,247,71,185,203,388
17031251600,3329,613,507,1485,182,1178,312,445,653,1098,3606,630,130,1214,245,1169,242,397,666,1063,4300,648,155,1510,172,1256,212,375,789,1164
17031251500,4605,398,556,1995,364,1419,342,514,858,1372,3922,607,443,1677,362,1341,411,387,866,1253,4601,822,434,2089,404,1238,213,430,916,1346
17031251400,4161,823,171,2038,598,1205,302,459,1199,1658,4342,1064,305,1753,785,1273,197,473,1158,1631,3894,1502,220,1598,385,1116,164,440,1611,2051
17031251300,5204,765,471,2116,527,1145,333,655,1013,1668,4882,1072,620,2324,475,1396,273,739,858,1597,3920,1084,221,1575,222,1027,444,611,755,1366
17031251200,3739,708,341,1623,420,878,257,733,390,1123,4297,820,455,1996,513,1117,218,620,455,1075,4527,821,309,2120,204,486,134,722,495,1217
