geog,Population_2010,Population-Aged-60-and-Over_2010,Unemployed_2010,Labor-Force_2010,College-Graduates_2010,People-in-Poverty_2010,Vacant-Homes_2010,Owner-Occupied-Homes_2010,Renter-Occupied-Homes_2010,Total-Occupied-Homes_2010,Population_2015,Population-Aged-60-and-Over_2015,Unemployed_2015,Labor-Force_2015,College-Graduates_2015,People-in-Poverty_2015,Vacant-Homes_2015,Owner-Occupied-Homes_2015,Renter-Occupied-Homes_2015,Total-Occupied-Homes_2015,Population_2020,Population-Aged-60-and-Over_2020,Unemployed_2020,Labor-Force_2020,College-Graduates_2020,People-in-Poverty_2020,Vacant-Homes_2020,Owner-Occupied-Homes_2020,Renter-Occupied-Homes_2020,Total-Occupied-Homes_2020
17115001700,2796,410,61,1476,386,663,73,680,323,1003,2609,458,133,1443,391,650,51,737,253,990,2048,519,20,1057,408,361,124,659,201,860
17115001600,2471,339,199,1389,539,81,29,632,125,757,2290,264,96,1087,519,248,128,441,143,584,2625,309,90,1253,449,316,98,476,200,676
17115001500,4169,1072,75,2128,1118,347,163,1372,351,1723,4505,1296,79,2249,1496,331,146,1398,390,1788,4257,1574,117,1935,1375,267,175,1494,308,1802
17115001400,2424,715,48,1196,566,151,68,802,277,1079,2414,754,83,1422,683,168,66,807,363,1170,3029,566,59,1430,611,383,0,643,534,1177
17115001300,2367,716,49,1220,804,74,73,927,28,955,2362,750,35,1243,742,111,54,880,130,1010,2431,746,90,1346,637,156,90,962,88,1050
17115001200,2673,542,105,1258,428,595,128,851,312,1163,3020,586,129,1591,487,646,149,667,590,1257,2806,670,229,1509,291,369,359,825,307,1132
17115001100,3414,799,179,1754,372,586,275,1147,398,1545,3237,800,138,1880,746,460,246,1206,402,1608,3548,1078,163,1902,453,622,291,1277,361,1638
17115001000,1416,199,133,506,62,441,102,341,160,501,1320,246,147,712,93,365,90,349,187,536,1006,304,46,510,11,342,91,322,196,518
17115000900,2082,258,204,804,133,826,195,276,454,730,1961,290,260,894,57,732,127,329,391,720,1476,268,169,659,56,575,187,271,374,645
17115000600,2715,289,218,735,109,1611,216,335,479,814,1729,234,174,771,133,574,240,239,471,710,1763,326,90,581,59,1125,196,280,411,691
17115000502,2198,306,0,0,220,1061,574,193,758,951,2009,232,232,1066,366,1227,394,203,746,949,2130,326,111,1087,207,755,569,294,675,969
17115000501,892,149,0,0,118,378,66,81,423,504,830,138,130,361,108,564,95,90,416,506,734,192,77,340,42,324,139,86,397,483
17115000400,1265,207,105,553,162,563,111,299,255,554,1351,244,92,561,212,515,130,319,144,463,995,256,62,416,160,154,171,327,56,383
17115000300,3407,830,66,1402,152,1160,147,926,677,1603,3556,741,399,1624,269,1539,348,800,601,1401,3379,801,208,1343,106,1115,358,618,763,1381
17115000200,2781,347,201,1155,191,1096,208,466,620,1086,2815,270,281,1322,185,1250,177,376,667,1043,2928,418,188,1187,49,878,317,326,555,881
17113006000,3780,714,237,2169,760,311,80,1190,219,1409,3716,654,93,2105,873,291,186,1189,220,1409,3582,801,109,1889,637,366,171,1006,273,1279
17113005900,4337,747,240,2486,882,353,255,1119,885,2003,4665,728,276,2687,873,1139,189,1071,914,1986,3840,958,86,1893,608,1162,161,1015,990,2005
17113005800,4522,966,144,2645,1752,342,156,1215,1089,2305,4368,1143,95,2668,1745,301,109,1044,1262,2305,3852,1129,31,2024,1312,301,393,1178,881,2059
17113005700,5076,1137,145,2733,1045,574,262,1643,377,2020,5129,1175,163,2733,1143,418,151,1665,372,2037,4951,1013,97,2686,1019,464,258,1392,428,1820
17113005602,2359,508,50,1343,349,130,74,730,161,891,2289,462,72,1151,387,212,75,683,159,842,2245,500,57,1121,313,379,81,723,102,825
17113005601,2136,563,39,1211,411,80,54,685,89,774,1876,424,97,1009,300,219,82,544,182,726,2011,433,47,924,253,148,97,505,131,636
17113005502,2253,592,62,1179,566,52,46,783,96,879,2543,634,72,1366,683,105,75,769,143,912,2391,703,30,1267,524,170,39,823,130,953
17113005501,2658,516,100,1426,566,162,68,839,178,1017,2333,443,83,1261,692,180,74,795,181,976,2435,713,75,1221,399,350,64,753,193,946
17113005402,2950,580,0,0,605,216,61,989,161,1150,3624,560,98,1912,1038,267,129,1065,244,1309,3884,732,42,1956,842,390,78,1202,223,1425
17113005401,5543,675,0,0,1909,150,10,1733,138,1871,5739,834,51,3005,2225,72,53,1738,144,1882,6212,989,33,3096,2231,135,78,1912,184,2096
17113005202,3002,433,76,1809,766,43,42,1026,160,1186,3055,644,46,1703,973,99,19,1030,149,1179,3243,676,42,1727,655,144,87,960,124,1084
17113005201,1238,330,0,626,623,0,9,449,20,469,1286,323,35,659,537,22,26,437,28,465,938,329,23,497,350,72,25,386,6,392
17113005104,3289,267,0,0,1540,187,133,892,303,1195,4572,320,110,2136,2243,38,113,980,485,1465,4557,569,52,2549,1869,168,108,1052,796,1848
17113005103,4572,307,0,0,2169,105,0,1338,13,1351,4430,735,32,2355,2391,16,0,1509,31,1540,5256,864,45,2350,2462,58,41,1423,70,1493
17113005102,6948,1143,159,3747,2054,296,268,2163,398,2561,7259,1712,248,4001,2149,354,232,2475,293,2768,6806,1821,51,3328,1835,378,387,2276,371,2647
17113002102,1535,317,41,742,362,184,32,475,39,514,1849,365,50,1003,653,153,60,645,32,677,1795,383,23,886,762,148,6,687,42,729
17113002101,3835,860,204,2084,820,868,231,1396,473,1869,4898,836,342,2909,1263,603,219,1451,654,2105,5006,1303,17,2898,1123,612,181,1812,683,2495
17113001800,3459,750,52,1824,1329,51,63,1267,298,1565,3323,901,95,2009,1598,248,34,1109,397,1506,3249,890,30,1541,1343,204,49,1118,215,1333
17113001700,2316,197,105,1428,529,712,363,452,600,1052,2169,263,211,1305,388,670,138,422,701,1123,1959,337,120,1274,396,484,185,358,598,956
17113001600,2498,438,161,1347,515,442,307,282,962,1244,2592,543,113,1036,479,1045,277,180,1036,1216,2606,360,66,1507,610,787,202,265,1199,1464
17113001500,2319,161,113,1264,306,246,380,566,239,805,2151,282,165,1093,233,837,242,371,439,810,2354,357,45,1080,209,721,178,359,553,912
17113001404,4361,551,193,2331,723,399,41,1628,201,1829,3995,620,189,2078,892,536,118,1222,385,1607,4331,704,104,1927,589,906,127,1291,239,1530
17113001403,4082,481,233,2013,697,523,209,1057,493,1550,4042,705,212,2107,853,1195,192,1017,504,1520,4183,799,220,2307,794,489,180,1248,523,1771
17113001402,3036,156,21,1724,863,192,114,779,243,1022,3829,375,49,1915,1405,230,47,983,287,1270,3194,608,7,1715,945,81,74,893,344,1237
17113001303,1781,210,54,882,195,579,160,367,292,659,1650,198,150,1014,389,516,101,318,365,683,2241,252,23,975,312,758,26,408,336,744
17113001302,2656,144,152,1594,247,462,117,106,311,417,2386,97,104,1114,287,444,97,123,287,410,2569,158,28,1356,158,496,130,86,412,498
17113001301,2252,612,24,1245,472,265,75,543,311,854,1682,404,58,951,492,172,129,489,252,741,1935,362,78,1005,466,344,109,511,301,812
17113001200,2249,589,86,1292,751,518,149,604,583,1187,2670,613,64,1480,816,470,107,554,619,1173,2305,599,15,1281,669,356,104,566,581,1147
17113001108,3946,598,0,0,1849,220,137,1213,305,1518,4749,728,72,3119,2360,16,46,1214,752,1966,4658,992,75,2324,2460,69,158,1091,811,1902
17113001107,4101,572,0,0,1784,201,31,1200,449,1649,3445,709,57,1875,1449,52,92,1188,183,1371,3599,844,0,1976,1409,213,45,1098,333,1431
17113001106,2715,225,50,1614,762,82,253,527,740,1267,3617,365,146,2164,1150,333,25,670,740,1410,2969,339,29,1640,742,387,198,524,813,1337
17113001105,5105,244,51,3214,2175,140,70,1255,675,1930,5305,509,61,3310,2123,197,71,1042,876,1918,5143,521,70,3003,1727,359,57,1078,983,2061
17113001103,3199,673,115,1885,1240,154,216,956,464,1420,3045,761,71,1810,1265,115,114,937,381,1318,2836,744,34,1585,990,186,147,799,519,1318
17113000507,2044,202,0,0,1007,11,20,592,13,606,2446,332,25,1280,1157,26,11,677,42,719,2767,238,84,1557,1147,14,0,845,129,974
17113000506,3037,301,0,0,1497,17,35,1010,23,1032,3633,494,36,1901,1719,46,18,1154,72,1226,3517,790,16,1375,1669,66,8,1043,49,1092
17113000504,5287,870,178,3141,1605,657,72,1313,1038,2351,5434,972,82,3138,1445,652,208,1162,1108,2270,4994,1195,147,2567,1889,200,119,1267,948,2215
17113000502,2533,906,84,1331,1063,108,29,1087,13,1100,2749,893,31,1396,1009,85,52,1081,88,1169,2707,1050,8,1263,995,137,23,1051,99,1150
17113000501,2840,324,83,1650,539,1237,131,441,818,1259,2823,343,124,1912,563,1139,146,474,860,1334,2865,357,9,1534,521,1190,197,494,787,1281
17113000400,3204,247,242,2146,538,1309,100,395,569,964,3685,307,132,2335,531,1939,147,366,691,1057,3241,336,25,1800,710,1494,260,323,604,927
17113000302,6343,1078,220,3736,1670,848,43,1543,927,2470,6085,1329,127,3292,1999,1144,254,1425,931,2357,5794,1565,126,2727,1733,1303,202,1542,1011,2553
17113000301,3579,440,100,2135,827,837,208,735,763,1498,4117,463,185,2497,800,1598,312,704,848,1552,4093,611,110,2340,809,1545,241,679,1090,1769
17113000200,5760,0,363,2459,87,674,93,0,215,215,4166,9,123,1493,36,767,79,0,267,267,4794,0,133,1949,19,734,98,0,253,253
17113000109,5607,420,0,0,1966,685,70,1696,278,1974,5904,594,153,3332,2487,84,55,1797,244,2041,5732,896,30,3440,2037,315,0,1676,293,1969
17113000108,5858,485,0,0,1153,2451,145,513,1683,2196,5908,436,254,3409,1108,2054,226,353,1852,2205,6138,492,36,3085,1051,2331,528,538,1635,2173
17113000107,4043,522,0,0,1023,360,57,897,665,1562,3916,607,31,2186,1297,529,95,1062,494,1556,4633,794,145,2671,1472,882,181,1062,474,1536
17113000106,2952,182,0,0,297,1602,77,338,649,987,3568,310,129,2456,456,1979,273,359,774,1133,3898,200,255,2222,325,2295,184,344,1090,1434
17113000105,3511,468,46,2133,1330,211,98,1089,409,1498,4399,701,89,2537,1977,188,53,1362,473,1835,3856,1012,43,2158,1416,151,90,1343,371,1714
17111871600,4524,912,197,2828,1400,220,104,1586,231,1817,4923,993,218,2784,1675,514,244,1458,293,1751,5330,1214,83,3420,1644,236,106,1789,438,2227
17111871502,5303,1769,0,0,1277,495,109,1849,116,1965,5616,1882,175,2456,1783,225,154,1875,62,1937,8022,1593,80,4137,2356,200,111,2379,450,2829
17111871501,4959,2023,0,0,1305,230,154,2204,187,2391,6675,2574,190,2952,1877,469,109,2793,117,2910,6354,3859,78,2425,1516,432,142,3272,48,3320
17111871404,4699,635,61,2653,1334,137,23,1471,214,1685,4658,868,332,2670,1430,152,39,1497,214,1711,4261,1154,98,2432,1127,75,31,1299,354,1653
17111871402,6784,931,188,3763,1966,499,300,2084,311,2395,6027,1012,354,3836,2015,452,144,1860,323,2183,6142,876,219,3686,2067,93,252,1813,358,2171
17111871313,1742,383,0,0,203,167,113,564,79,643,1631,389,5,911,399,225,116,480,150,630,1892,612,70,888,354,401,0,539,203,742
17111871312,6907,566,0,0,2500,64,0,1997,88,2085,6318,1097,388,4019,2391,260,62,2075,113,2188,5835,1113,97,3787,1868,124,0,2141,0,2141
17111871311,4831,539,215,2835,1139,147,84,1579,159,1738,4818,617,259,2999,1122,292,179,1364,391,1756,4650,933,148,2941,1012,261,170,1428,385,1813
17111871310,4468,871,104,2699,1268,141,46,1547,34,1581,4411,945,186,2575,1447,264,84,1390,165,1555,4370,1163,165,2779,1153,43,9,1541,111,1652
17111871307,5122,437,224,3078,1599,405,40,1304,313,1617,5190,786,195,2862,1659,898,19,1402,310,1712,5254,968,153,3124,1584,240,81,1496,251,1747
17111871305,6384,453,171,3261,2102,48,101,1815,98,1913,6294,808,215,3347,2098,346,167,1925,105,2030,5968,1022,295,3455,1981,101,3,1707,219,1926
17111871304,3456,526,106,1867,1007,148,58,1109,65,1174,2988,581,30,1773,1189,79,124,1070,154,1224,3274,824,20,1729,865,164,66,1106,131,1237
17111871301,4887,734,128,2606,1545,132,129,1355,523,1878,4767,998,156,2736,1736,233,65,1332,475,1807,4623,851,181,2635,1373,405,76,1232,564,1796
17111871209,3433,366,80,2409,1035,106,197,874,583,1457,3252,469,125,2198,886,278,216,757,759,1516,3618,539,91,2211,575,285,89,651,854,1505
17111871208,4356,450,168,2252,1370,169,0,1312,78,1390,3934,397,148,2245,1609,241,65,1219,80,1299,3800,694,151,2232,1031,43,44,1263,94,1357
17111871207,4293,551,171,2577,958,83,44,1500,131,1631,5067,658,175,2992,1326,269,52,1530,279,1809,4378,819,175,2605,1176,294,33,1267,411,1678
17111871206,6682,811,286,3771,2436,275,44,2000,213,2213,6323,827,247,3599,2413,20,158,2034,78,2112,7366,1776,516,4703,2112,290,45,2166,518,2684
17111871205,4710,520,224,2889,948,362,72,1473,219,1692,4757,665,260,2798,1092,460,112,1458,330,1788,4047,794,85,2275,613,174,44,1363,213,1576
17111871202,5579,744,253,2985,1419,313,231,1487,596,2083,5785,744,352,3424,1105,732,164,1463,534,1997,5069,984,141,3049,807,920,129,1212,746,1958
17111871201,6913,1212,253,3925,2368,284,237,2407,232,2639,6645,1333,215,3867,2330,306,193,2103,393,2496,7369,1481,95,3629,1514,211,139,2265,355,2620
17111871115,2482,251,0,0,797,34,2,714,200,915,3083,137,86,1919,1001,96,61,867,248,1115,3438,470,42,2164,726,410,57,732,645,1377
17111871114,4557,455,0,0,1402,224,56,1257,115,1372,4933,692,128,2535,1496,191,183,1273,157,1429,3604,488,85,1987,913,15,190,1040,87,1127
17111871113,4010,404,0,0,1231,5,40,987,40,1027,3984,313,236,2169,1416,44,1,1030,45,1074,4060,157,41,2369,1190,92,0,1167,14,1181
17111871112,5324,443,0,0,1362,128,92,1472,230,1702,5071,609,199,2579,1636,321,127,1373,270,1644,5477,863,120,2944,1604,358,93,1642,171,1813
17111871111,4689,329,0,0,1505,177,29,1427,67,1495,5226,348,170,2780,1590,309,81,1484,185,1669,5073,498,170,3019,1884,25,81,1539,67,1606
17111871110,3618,203,0,0,1174,159,30,1006,50,1056,4232,381,114,2110,1287,201,16,1111,145,1256,4153,391,88,2339,1207,2,0,968,323,1291
17111871109,5006,210,122,2444,1231,389,22,1172,190,1362,5112,364,143,2963,1251,36,20,1352,114,1466,5359,502,80,3255,1219,124,0,1388,224,1612
17111871108,5249,323,193,2759,1639,75,93,1459,105,1564,5429,378,165,2852,2114,120,33,1568,126,1694,5668,653,101,3205,1795,455,44,1644,150,1794
17111871107,5023,464,102,2337,1596,58,28,1480,25,1505,5153,708,222,2859,1851,295,0,1624,47,1671,5109,723,47,2897,1905,199,50,1584,76,1660
17111871105,5404,651,217,2835,1700,88,56,1661,114,1775,5409,1058,185,2981,2050,72,0,1656,215,1871,5272,1170,76,2965,1480,62,33,1625,115,1740
17111871004,6724,1277,301,3349,1024,826,68,1597,633,2230,5993,1140,328,3266,1186,495,159,1570,558,2128,6151,1444,201,3039,888,763,163,1539,635,2174
17111871003,4207,695,142,2149,1032,164,163,1237,307,1544,4476,872,175,2391,869,433,11,1290,359,1649,4300,1060,109,2696,669,427,105,1171,500,1671
17111870907,2788,670,0,0,981,12,111,1002,60,1062,3346,734,188,1920,1031,315,135,1011,169,1180,3016,1073,34,1287,944,358,31,1054,116,1170
17111870906,4283,532,0,0,936,474,205,1072,552,1624,4409,661,217,2445,1335,629,256,1091,569,1660,4906,848,144,2712,980,344,145,1151,574,1725
17111870905,5380,735,204,2952,1393,573,203,1078,884,1962,5097,710,278,3006,1051,508,180,920,1138,2058,4883,947,111,2855,850,845,126,944,1018,1962
17111870904,5005,803,189,2698,1431,347,164,1456,324,1780,4791,952,118,2673,1241,627,186,1371,443,1814,4895,999,183,3049,851,272,103,1265,570,1835
17111870903,3351,409,267,1782,566,411,222,782,399,1181,3408,828,178,1812,695,453,88,866,603,1469,3377,937,50,1649,704,476,71,751,606,1357
17111870814,4050,635,0,0,1310,85,137,1268,76,1345,3322,675,143,1858,1287,48,9,1098,23,1121,3475,797,63,1897,1422,202,126,1178,43,1221
17111870813,3941,726,0,0,1537,67,106,1345,195,1540,4419,950,169,2737,1588,261,183,1397,373,1770,4415,1030,67,2671,1234,96,65,1264,526,1790
17111870812,5116,449,184,2932,1169,227,26,1616,239,1855,4773,561,274,3243,1014,300,34,1637,241,1878,4512,604,44,2540,842,289,52,1342,385,1727
17111870811,4503,648,215,2529,717,432,203,1464,183,1647,4668,804,284,2586,804,298,77,1449,327,1776,4640,1101,215,2750,809,355,140,1466,315,1781
17111870810,4770,621,156,2936,1169,313,64,1537,139,1676,4603,776,161,2588,1239,268,93,1436,214,1650,4142,956,108,2375,1035,218,85,1493,119,1612
